count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
26,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/kforcecx/ITEQG1562768?src=19,Project Manager (Asset Management),Kforce Inc.,Columbus,,,
27,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxjudgpa/508578?src=19,Sr. Product Manager,The Judge Group,Livingston,,,
28,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/fglobal/babw93?src=19,Business Analyst (with some SAP BW),FuseGlobal Partners,Saint Louis,,,
29,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CVS/503402BR?src=19,AS/400 Developer,CVS Health,Buffalo Grove,,,
30,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL189468/99878982?src=19,Solution Architect,Harmonia,,,,
31,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16016606?src=19,Software Config Analyst 3/4,NORTHROP GRUMMAN,Orlando,,,
32,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/Edgeny/TechSuppNetwork?src=19,Technical Support Engineer/Network Products,Edge Technology Services,,,,
33,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122941/6881?src=19,IT Business Analyst with Accounting / Payroll,RedRiver Systems L.L.C.,Plano,,,
34,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/443865?src=19,Software Development Engineer,Amazon,Seattle,,,
35,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115700c/512804?src=19,Java Software Engineer,Randstad Technologies,Horsham,,,
36,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX1b9fb1/4712163?src=19,Network Systems Administrator (Linux),CCC Group,San Antonio,,,
37,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16001413?src=19,Software Engineer 3,NORTHROP GRUMMAN,Herndon,,,
38,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10197742B/452792300?src=19,Transportation Security Inspector - Aviation,Transportation Security Administration (TSA),San Francisco,,,
39,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/443582?src=19,Software DevOps Engineer,,,,,
40,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/rhalfint/00410-9500196151?src=19,SharePoint Developer,Robert Half Technology,San Francisco,,,
41,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/451936?src=19,Senior Hardware Validation Engineer,Amazon,Sunnyvale,,,
42,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115700c/510071?src=19,Apps Systems Engineer 6,Randstad Technologies,Charlotte,,,
43,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/matrixga/115655?src=19,Release Manager,Matrix Resources,Irving,,,
44,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106525/24165072349401401142?src=19,Technical Change Management Consultant - Public Sector,Deloitte,Mechanicsburg,,,
45,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10127844a/33650-en_US?src=19,Business Planning and Consolidation Team Member,New York Life Insurance Company,Dallas,,,
46,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90942324/8919?src=19,AWS Cloud Solutions Architect,General Dynamics IT Health & Civilian,Herndon,,,
47,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazonAWS/452203?src=19,Senior Product Manager,,,,,
48,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/14023236?src=19,Cyber Intelligence Analyst 2,NORTHROP GRUMMAN,Annapolis Junction,,,
49,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxjudgpa/505601?src=19,Property Tax Analyst,The Judge Group,Torrance,,,
50,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/370225?src=19,Networking Support Engineer - Amazon Web Services,Amazon,Herndon,,,
count,firstDocument,lastDocument,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,,
1,35,1,35,http://www.dice.com/job/result/cybercod/RM-1168055193?src=19,C++ Graphics / Rendering Software Engineer / DirectX 11,CyberCoders,Henderson,,,,
2,35,1,35,http://www.dice.com/job/result/10361238/737458?src=19,Workforce Management,Concourse Group,Farmington Hills,,,,
3,35,1,35,http://www.dice.com/job/result/cybercod/RM-1168049192?src=19,Senior C++ / Computational Geometry Software Engineer,CyberCoders,Henderson,,,,
4,35,1,35,http://www.dice.com/job/result/cybercod/RM-1197252169?src=19,Senior C++ / Computational Geometry Software Engineer / 3D Math,CyberCoders,Henderson,,,,
5,35,1,35,http://www.dice.com/job/result/napil006/JWTC++?src=19,C++ Developer,Request Technology,,,,,
6,35,1,35,http://www.dice.com/job/result/10488885/635787?src=19,Senior .Net Developer,American Technology Consulting LLC,Dallas,,,,
7,35,1,35,http://www.dice.com/job/result/10110568/CN20160206-1215?src=19,Software Engineer - Java,,,,,,
8,35,1,35,http://www.dice.com/job/result/10109928/677421?src=19,Quantitative Developer - ETF,GMS Advisors,New York,,,,
9,35,1,35,http://www.dice.com/job/result/10113940/16418-1?src=19,SAP and Analytics advisor with a background in statistics or advanced mathematics,E Business Staffing,Dallas,,,,
10,35,1,35,http://www.dice.com/job/result/10188947/837527?src=19,Software Engineer,Vectorworks,,,,,
11,35,1,35,http://www.dice.com/job/result/10207278/Exp_7014?src=19,Audio Engineer,ExpInfo Inc.,Redmond,,,,
12,35,1,35,http://www.dice.com/job/result/501508624/727459?src=19,Research Data Analyst,The Childrens Hospital Of Philadelphia,Philadelphia,,,,
13,35,1,35,http://www.dice.com/job/result/cybercod/RK6-131924421?src=19,Software Engineer - High technology gaming company!,CyberCoders,Dallas,,,,
14,35,1,35,http://www.dice.com/job/result/10122753/94753?src=19,.Net Developer,Ciber,Phoenix,,,,
15,35,1,35,http://www.dice.com/job/result/10122051/4723?src=19,Fraud and Abuse Investigator - Analytics,1199SEIU Family of Funds,NY,,,,
16,35,1,35,http://www.dice.com/job/result/90752961/717937?src=19,Prototype Manual Machinist entry level,Sedaa,Petaluma,,,,
17,35,1,35,http://www.dice.com/job/result/10239446/4739481?src=19,SQL Developer,SPI,Broomfield,,,,
18,35,1,35,http://www.dice.com/job/result/90833617/701919?src=19,Big Data Engineer,Louisiana Economic Development,Lafayette,,,,
19,35,1,35,http://www.dice.com/job/result/cybercod/RM-1197256169?src=19,C++ Graphics / Rendering Software Engineer / DirectX 11,CyberCoders,Henderson,,,,
20,35,1,35,http://www.dice.com/job/result/10122753/93768?src=19,Data Engineer,Ciber,Pontiac,,,,
21,35,1,35,http://www.dice.com/job/result/cybercod/RC2-130790236?src=19,Unity3D Mobile Engineer,CyberCoders,San Francisco,,,,
22,35,1,35,http://www.dice.com/job/result/insysus/16-02779?src=19,AML Optimization Statistician,INSYS Group,Tampa,,,,
23,35,1,35,http://www.dice.com/job/result/10114838/739409?src=19,Account Operations Specialist,Hire Velocity,,,,,
24,35,1,35,http://www.dice.com/job/result/10341964/556699?src=19,//CA-Bay Area//  DATA SCIENTIST [ No C2C- 00 ],PMC,Belmont,,,,
25,35,1,35,http://www.dice.com/job/result/10489602/723380?src=19,Senior C++ Physics Modeling Engineer,ENTEGEE,Burlington,,,,
26,35,1,35,http://www.dice.com/job/result/10118594/640705?src=19,UNITY 3D Specialist,Adi WorldLink,,,,,
27,35,1,35,http://www.dice.com/job/result/opensyst/31678?src=19,Python Quant Developer,Open Systems Technologies,New York,,,,
28,35,1,35,http://www.dice.com/job/result/10239446/4739452?src=19,SQL Data Analyst,SPI,Broomfield,,,,
29,35,1,35,http://www.dice.com/job/result/10197369/AScplus?src=19,Senior C++/Linux Programmer with Strong Math - Exceptional Career Opportunity,Hamilton Technical Personnel,Jersey City,,,,
30,35,1,35,http://www.dice.com/job/result/cybercod/CS9-131119356?src=19,Senior Structural Engineer -,CyberCoders,Elkridge,,,,
31,35,1,35,http://www.dice.com/job/result/10188947/654074?src=19,Rendering Software Engineer,Vectorworks,,,,,
32,35,1,35,http://www.dice.com/job/result/cybercod/SS7-131793027?src=19,Senior Game Engine Developer - Indie Game Developer,CyberCoders,San Francisco,,,,
33,35,1,35,http://www.dice.com/job/result/10197369/ASj-mJava?src=19,C++ or Java Programmer - MS or PhD - Exceptional Career Op,Hamilton Technical Personnel,Stamford,,,,
34,35,1,35,http://www.dice.com/job/result/10123851/4934?src=19,3D Graphics Programmer (4934),Embedded Resource Group,,,,,
35,35,1,35,http://www.dice.com/job/result/10178258/732077?src=19,Search Software Engineer - Federal Project,The Midtown Group,Rockville,,,,
count,firstDocument,lastDocument,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,,
1,3,1,3,http://www.dice.com/job/result/insysus/16-02779?src=19,AML Optimization Statistician,INSYS Group,Tampa,,,,
2,3,1,3,http://www.dice.com/job/result/10109811/DECMMCBDSCCA?src=19,Big Data Engineer/Scientist,DCM Data Systems,Santa Clara,,,,
3,3,1,3,http://www.dice.com/job/result/tcipro/3414?src=19,Senior Statistical Analyst,Technology Consulting Inc.,Louisville,,,,
count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
1,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10410997/SM0236?src=19,Revenue Manager,Ommeher Inc.,San Francisco,,,
2,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/itca001/16-04717?src=19,Principal Software Engineer,Ascent,Englewood,,,
3,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/KB2-130960463?src=19,Director of Product Management - iPaaS,CyberCoders,San Mateo,,,
4,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/infotx/IVVZJAVA0331?src=19,Sr. Java Developer (ESB/Camel/Fuse),InfoVision,,,,
5,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/NG-132089815?src=19,Senior Software Developer/Programmer,CyberCoders,Springfield,,,
6,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX15a538/861790?src=19,Senior Software Engineer - Asp.Net Server Side,NetBrain Technologies Inc.,Burlington,,,
7,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10116737/739898?src=19,Lead Java Developer,VEDICSOFT,Dublin,,,
8,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10501841/MS-934?src=19,Java,,,,,
9,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10454485/722964?src=19,Senior Application Developer,GRAFPART CORP,Greenwich,,,
10,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110198/DATTAM?src=19,Data Analyst - LOCAL TO THE MINNEAPOLIS AREA ONLY,Concord Technology,Edina,,,
11,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115393/737297?src=19,iOS Developer/lead,Virtusa,Dublin,,,
12,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/btpart/582182?src=19,Sr. Java/UI Developer,Brandywine Technology,Wilmington,,,
13,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90579045/738598?src=19,Cloud Solution Architects - AWS,Metafore Consulting Services,Jersey City,,,
14,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/PL1-131019461?src=19,Sr. Java Engineer - $160k- Back - End Platform Development,CyberCoders,San Francisco,,,
15,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90796025/667477?src=19,.net Architect,KYLMAR Solutions,Philadelphia,,,
16,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/EG-131176427?src=19,UI Architect / Lead Developer - Build a Team + Drive Strategy,CyberCoders,New York,,,
17,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90867503/712710?src=19,Senior Software Engineer,Spherion Staffing Services,Salt Lake City,,,
18,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10204244/5067?src=19,Senior J2EE Developer,Halo Group,Okemos,,,
19,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX130d99/731431?src=19,Sr. Software Engineer,,,,,
20,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RM2-132099714?src=19,Computer Vision Scientist - Human Pose Estimation,CyberCoders,San Diego,,,
21,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/usts/631023?src=19,Software Engineer (Robot Sensing and Vision),U.S. Tech Solutions Inc.,Santa Clara,,,
22,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90940817/483828?src=19,Sr. Java /J2EE Developer - Urgent Need Local to NJ area Preferred,Info Services LLC,Somerset,,,
23,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90692381/161008?src=19,Sr. .Net Developer,Veloc Inc.,Dallas,,,
24,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10527504/616156?src=19,Sr .Net Developer,SVMT,,,,
25,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL109178/727257?src=19,Java Developer,VLink Inc,Raleigh,,,
26,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/SCE-PythonRemote80?src=19,Sr. Distributed Back End Engineer- Python,,,,,
27,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RM2-132101014?src=19,Computer Vision Engineer - Full Body Skeleton,CyberCoders,Los Angeles,,,
28,221,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Pattern+Recognition%2F&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RM2-132100614?src=19,Computer Vision Engineer - Full Body Skeleton,CyberCoders,Bellevue,,,
